,grammar_id,JLPT_level,grammar_point,meaning
465,465,N2,にあたって,at the time; on the occasion of~ Verb (dictionary form)
466,466,N2,にほかならない,nothing but; none other than~ Noun にほかならない
467,467,N2,に限らず,not just; not only.. but also~ Noun に限らず
468,468,N2,に限る,"is best; nothing is better than~ Verb (casual, non-past)"
469,469,N2,に限って,only; in particular~ Noun に限って
470,470,N2,に関わらず,in spite of; regardless of~ Verb (dictionary form)
471,471,N2,に関わる,to relate to; to have to do with; relating to~
472,472,N2,に決まっている,certainly; I’m sure/certain that; it must be Verb (casual)
473,473,N2,に越したことはない,"it’s best that, there’s nothing better than~ Verb (casual, non-past)"
474,474,N2,に応えて,in response to~
475,475,N2,に加えて,in addition~ Noun に加えて
476,476,N2,に基づいて,based on; on the basis of~
477,477,N2,に向かって,to face; to go towards; to head to~
478,478,N2,に応じて,depending on; in accordance with~
479,479,N2,に際して,on the occasion of; at the time of~ Verb (dictionary form)
480,480,N2,にさきだち,before; prior to~
481,481,N2,にせよ にしろ,even if; regardless; whether... or Verb (casual)
482,482,N2,にしろ〜にしろ,whether… or~ Verb Verb
483,483,N2,にしたら にすれば,from one’s perspective; from the point of
484,484,N2,にしても〜にしても,regardless of whether~ Verb Verb
485,485,N2,に沿って,along with; in accordance with
486,486,N2,に相違ない,without a doubt; certain; sure Verb (casual)
487,487,N2,に過ぎない,no more than; just; merely; only~ Verb (casual)
488,488,N2,に伴って,as; due to; with; along with; following;
489,489,N2,につけ,every time; whenever; as; whether; in (either Verb (dictionary form)
490,490,N2,につき,due to; because of; per; each Noun + につき
491,491,N2,にわたって,throughout; over a period of~ Noun にわたって
492,492,N2,にも関わらず,despite; in spite of; nevertheless; although~ Verb (casual)
493,493,N2,にて,"in, at, with, by (formal particle) Noun にて"
494,494,N2,のももっともだ,no wonder; …is only natural Verb (casual) + のも
495,495,N2,の下で,under; with~
496,496,N2,の上では,according to; from the viewpoint of~
497,497,N2,のみならず,not only; besides; as well as~ Verb (dictionary form)
498,498,N2,ぬ,negative verb conjugation; traditional Verb ない ぬ
499,499,N2,抜く,to do something from beginning to end; Verb ます (stem form) 抜く
500,500,N2,を契機に,as a good opportunity/chance to; as a result
501,501,N2,をめぐって,concerning; in regard to~
502,502,N2,をもとに,based on; derived from; building on;
503,503,N2,を除いて,except; with the exception of; excluding~ を除いて(は)
504,504,N2,を問わず,regardless of; irrespective of; no matter Noun を問わず
505,505,N2,お〜願う,please do; could you please…; I ask of you お + Verb ます (stem form)
506,506,N2,おまけに,to make matters worse; besides; what's Phrase おまけに
507,507,N2,恐らく,perhaps; likely; probably; I dare say~ おそらく phrase
508,508,N2,恐れがある,it is feared that; to be in danger of; to be Verb (casual)
509,509,N2,及び,and; as well as~ Noun および Noun
510,510,N2,ろくに〜ない,not well; not enough; improperly; ろくに Verb (ない form)
511,511,N2,幸いなことに,fortunately; luckily; thankfully~
512,512,N2,せいか,perhaps because~ Verb (casual)
513,513,N2,せっかく,"especially; (thank you for) troubling to, going せっかく clause (+ conjunction)"
514,514,N2,せめて,at least; at most~ せめて phrase
515,515,N2,次第,"as soon as, dependent upon Verb ます (stem form) 次第"
516,516,N2,次第で,depending on; so~
517,517,N2,次第に,gradually (progress into a state); in 次第に phrase
518,518,N2,しかも,moreover; furthermore; and yet; what’s しかも phrase
519,519,N2,その上,besides; in addition; furthermore~ その上 phrase
520,520,N2,それなのに,and yet; despite this; but even so~ それなのに phrase
521,521,N2,それにしても,nevertheless; at any rate; even so; be that as それにしても phrase
522,522,N2,そういえば,come to think of it…; now that you mention そういえば phrase
523,523,N2,そうすると,having done that; if that is done; if it is done そうすると phrase
524,524,N2,末に,finally; after; following; at the end/ Verb (た form)
525,525,N2,少しも〜ない,not one bit; not even a little~ Verb (ない form)
526,526,N2,少なくとも,at least~ 少なくとも phrase
527,527,N2,直ちに,at once; immediately; directly; in person; 直ちに phrase
528,528,N2,たまえ,do~; order somebody to do something Verb ます (stem form) たまえ
529,529,N2,てばかりはいられない,can’t keep doing~
530,530,N2,てでも,even if I have to; by all means~ Verb (て form) でも
531,531,N2,て以来,since; henceforth~ Verb (てform)
532,532,N2,ていては,if one keeps doing~ Verb (て form) いては
533,533,N2,てこそ,now that; since (something happened) Verb (て form) こそ
534,534,N2,てまで,even; will go far so as to~ Verb（て form) まで
535,535,N2,てならない,can't help but; dying to; extremely~ Verb (て form)
536,536,N2,てたまらない,can't help but; dying to; extremely~ Verb (たくて form)
537,537,N2,て当然だ,natural; as a matter of course Verb (て form)
538,538,N2,ては では,whenever; if; when~; repetitive action Verb (て form)
539,539,N2,てはいられない,can’t afford to; unable to~ Verb (て form)
540,540,N2,てはならない,must not; cannot; should not~ Verb (て form) はならない
541,541,N2,ては〜ては,repetitive situations/actions V 2て V 2て
542,542,N2,と同時に,"at the same time as; while; simultaneously~ Verb (casual, non-past)"
543,543,N2,といった,like; such as~ Noun といった
544,544,N2,というふうに,in such a way that~
545,545,N2,ということは,that is to say; so that means; in other words~ Clause 1 ということは clause 2
546,546,N2,というものだ,something like; something called~ Verb (casual form)
547,547,N2,というものではない,there is no guarantee that…; not necessarily~ Verb (casual form)
548,548,N2,と考えられる,one can think that; it is conceivable that; Phrase と考えられる
549,549,N2,とか（で）,I heard that~ Verb (casual form)
550,550,N2,とっくに,long ago; already; a long time ago とっくに Verb
551,551,N2,ところだった,was just about to do something; something Verb (dictionary form) ところだった
552,552,N2,ところに,at the time; just as I was~ Verb (た / ている / ていた)
553,553,N2,ところをみると,judging from; seeing that~ Verb (casual) ところを⾒ると
554,554,N2,とも,"even if; no matter who, what, when, where, Verb ないく"
555,555,N2,としても,assuming; even if~ Verb (casual form)
556,556,N2,つつ,while; even though; despite~ Verb ます (stem form) つつ (も)
557,557,N2,つつある,to be doing; to be in the process of doing~ Verb ます (stem form) つつある
558,558,N2,上は,now that; since; as long as~ Verb (dictionary form)
559,559,N2,はもとより,also; let alone; from the beginning Noun + は もとより ~も
560,560,N2,はともかく,anyhow; anyway; regardless; in any case; Noun はともかく（として）
561,561,N2,わずかに,slightly; only; barely; narrowly~ わずかに Phrase
562,562,N2,やがて,before long; soon; almost; eventually~ やがて phrase
563,563,N2,やら〜やら,such things as A and B; A and B and so on~ Verb (dictionary)
564,564,N2,よほど よっぽど,very; greatly; much; to a large extent
565,565,N2,より,"from~ (a time, place, or person) time, place or person より"
566,566,N2,よりほかない,to have no choice but~
567,567,N2,ようでは,if~ (bad result) Verb (casual form) ようでは bad result
568,568,N2,ようではないか,let’s do (something); why don’t we~
569,569,N2,ようか〜まいか,whether or not; considering options V (volational) + か V + まいか
570,570,N2,要するに,in short; in a word; to sum up; to put it 要するに phrase
571,571,N2,ざるを得ない,cannot help (doing); have no choice but to~ Verb (ない root)
572,572,N2,ずに済む,get by without doing~ Verb ない ずに済む
